Date,Grocery.Item,Quantity.Sold,Location,Day,Month,Weather
2024-03-02,Ice Cream,16,Boston,2,03,Snowy
2024-03-03,Bananas,22,New York,3,03,Cloudy
2024-03-03,Apples,55,New York,3,03,Cloudy
2024-03-03,Milk,32,New York,3,03,Cloudy
2024-03-03,Bread,26,Boston,3,03,Cloudy
2024-03-03,Eggs,9,Boston,3,03,Cloudy
2024-03-03,Orange Juice,21,Boston,3,03,Cloudy
2024-03-03,Rice,38,Philadelphia,3,03,Cloudy
2024-03-03,Chicken,36,Philadelphia,3,03,Cloudy
2024-03-03,Hot Chocolate,72,New York,3,03,Cloudy
2024-03-03,Soup,104,New York,3,03,Cloudy
2024-03-03,Breadsticks,48,Boston,3,03,Cloudy
2024-03-03,Potatoes,25,Philadelphia,3,03,Cloudy
2024-03-03,Beef,25,Philadelphia,3,03,Cloudy
2024-03-03,Cheese,39,New York,3,03,Cloudy
2024-03-03,Yogurt,14,Philadelphia,3,03,Cloudy
2024-03-03,Butter,31,Boston,3,03,Cloudy
2024-03-03,Cereal,29,New York,3,03,Cloudy
2024-03-03,Pasta,23,Philadelphia,3,03,Cloudy
2024-03-03,Tomatoes,45,New York,3,03,Cloudy
2024-03-03,Onions,36,Boston,3,03,Cloudy
2024-03-03,Flour,30,Philadelphia,3,03,Cloudy
2024-03-03,Sugar,33,New York,3,03,Cloudy
2024-03-03,Salt,29,Boston,3,03,Cloudy
2024-03-03,Pepper,16,Philadelphia,3,03,Cloudy
2024-03-03,Olive Oil,8,New York,3,03,Cloudy
2024-03-03,Vinegar,14,Boston,3,03,Cloudy
2024-03-03,Honey,20,Philadelphia,3,03,Cloudy
2024-03-03,Jam,4,New York,3,03,Cloudy
2024-03-03,Peanut Butter,6,Boston,3,03,Cloudy
2024-03-03,Almonds,35,Philadelphia,3,03,Cloudy
2024-03-03,Soft Drinks,13,New York,3,03,Cloudy
2024-03-03,Bell Peppers,31,Boston,3,03,Cloudy
2024-03-03,Cake Mixes,29,Philadelphia,3,03,Cloudy
2024-03-03,Carrots,13,New York,3,03,Cloudy
2024-03-03,Cooking Oil,7,Boston,3,03,Cloudy
2024-03-03,Spinach,29,Boston,3,03,Cloudy
2024-03-03,Lettuce,31,Philadelphia,3,03,Cloudy
2024-03-03,Ice Cream,5,Boston,3,03,Cloudy
2024-03-04,Bananas,36,New York,4,03,Snowy
2024-03-04,Apples,44,New York,4,03,Snowy
2024-03-04,Milk,31,New York,4,03,Snowy
2024-03-04,Bread,11,Boston,4,03,Snowy
2024-03-04,Eggs,34,Boston,4,03,Snowy
2024-03-04,Orange Juice,28,Boston,4,03,Snowy
2024-03-04,Rice,63,Philadelphia,4,03,Snowy
2024-03-04,Chicken,41,Philadelphia,4,03,Snowy
2024-03-04,Hot Chocolate,15,New York,4,03,Snowy
2024-03-04,Soup,65,New York,4,03,Snowy
2024-03-04,Breadsticks,47,Boston,4,03,Snowy
2024-03-04,Potatoes,52,Philadelphia,4,03,Snowy
2024-03-04,Beef,48,Philadelphia,4,03,Snowy
2024-03-04,Cheese,29,New York,4,03,Snowy
2024-03-04,Yogurt,15,Philadelphia,4,03,Snowy
2024-03-04,Butter,10,Boston,4,03,Snowy
2024-03-04,Cereal,19,New York,4,03,Snowy
2024-03-04,Pasta,28,Philadelphia,4,03,Snowy
2024-03-04,Tomatoes,41,New York,4,03,Snowy
2024-03-04,Onions,15,Boston,4,03,Snowy
2024-03-04,Flour,25,Philadelphia,4,03,Snowy
2024-03-04,Sugar,41,New York,4,03,Snowy
2024-03-04,Salt,19,Boston,4,03,Snowy
2024-03-04,Pepper,10,Philadelphia,4,03,Snowy
2024-03-04,Olive Oil,34,New York,4,03,Snowy
2024-03-04,Vinegar,14,Boston,4,03,Snowy
2024-03-04,Honey,24,Philadelphia,4,03,Snowy
2024-03-04,Jam,20,New York,4,03,Snowy
2024-03-04,Peanut Butter,42,Boston,4,03,Snowy
2024-03-04,Almonds,13,Philadelphia,4,03,Snowy
2024-03-04,Soft Drinks,14,New York,4,03,Snowy
2024-03-04,Bell Peppers,9,Boston,4,03,Snowy
2024-03-04,Cake Mixes,20,Philadelphia,4,03,Snowy
2024-03-04,Carrots,41,New York,4,03,Snowy
2024-03-04,Cooking Oil,55,Boston,4,03,Snowy
2024-03-04,Spinach,48,Boston,4,03,Snowy
2024-03-04,Lettuce,20,Philadelphia,4,03,Snowy
2024-03-04,Ice Cream,16,Boston,4,03,Snowy
2024-03-05,Bananas,47,New York,5,03,Sunny
2024-03-05,Apples,27,New York,5,03,Sunny
2024-03-05,Milk,18,New York,5,03,Sunny
2024-03-05,Bread,37,Boston,5,03,Sunny
2024-03-05,Eggs,44,Boston,5,03,Sunny
2024-03-05,Orange Juice,22,Boston,5,03,Sunny
2024-03-05,Rice,65,Philadelphia,5,03,Sunny
2024-03-05,Chicken,62,Philadelphia,5,03,Sunny
2024-03-05,Hot Chocolate,105,New York,5,03,Sunny
2024-03-05,Soup,41,New York,5,03,Sunny
2024-03-05,Breadsticks,26,Boston,5,03,Sunny
2024-03-05,Potatoes,46,Philadelphia,5,03,Sunny
2024-03-05,Beef,17,Philadelphia,5,03,Sunny
2024-03-05,Cheese,20,New York,5,03,Sunny
2024-03-05,Yogurt,15,Philadelphia,5,03,Sunny
2024-03-05,Butter,28,Boston,5,03,Sunny
2024-03-05,Cereal,46,New York,5,03,Sunny
2024-03-05,Pasta,24,Philadelphia,5,03,Sunny
2024-03-05,Tomatoes,39,New York,5,03,Sunny
2024-03-05,Onions,47,Boston,5,03,Sunny
2024-03-05,Flour,17,Philadelphia,5,03,Sunny
2024-03-05,Sugar,16,New York,5,03,Sunny
2024-03-05,Salt,11,Boston,5,03,Sunny
2024-03-05,Pepper,21,Philadelphia,5,03,Sunny
2024-03-05,Olive Oil,15,New York,5,03,Sunny
2024-03-05,Vinegar,18,Boston,5,03,Sunny
2024-03-05,Honey,24,Philadelphia,5,03,Sunny
2024-03-05,Jam,23,New York,5,03,Sunny
2024-03-05,Peanut Butter,27,Boston,5,03,Sunny
2024-03-05,Almonds,34,Philadelphia,5,03,Sunny
2024-03-05,Soft Drinks,19,New York,5,03,Sunny
2024-03-05,Bell Peppers,31,Boston,5,03,Sunny
2024-03-05,Cake Mixes,36,Philadelphia,5,03,Sunny
2024-03-05,Carrots,15,New York,5,03,Sunny
2024-03-05,Cooking Oil,24,Boston,5,03,Sunny
2024-03-05,Spinach,18,Boston,5,03,Sunny
2024-03-05,Lettuce,20,Philadelphia,5,03,Sunny
2024-03-05,Ice Cream,17,Boston,5,03,Sunny
2024-04-01,Bananas,22,New York,1,04,Rainy
2024-04-01,Apples,39,New York,1,04,Rainy
2024-04-01,Milk,18,New York,1,04,Rainy
2024-04-01,Bread,30,Boston,1,04,Rainy
2024-04-01,Eggs,41,Boston,1,04,Rainy
2024-04-01,Orange Juice,15,Boston,1,04,Rainy
2024-04-01,Rice,23,Philadelphia,1,04,Rainy
2024-04-01,Chicken,31,Philadelphia,1,04,Rainy
2024-04-01,Hot Chocolate,31,New York,1,04,Rainy
2024-04-01,Soup,25,New York,1,04,Rainy
2024-04-01,Soft Drinks,40,New York,1,04,Rainy
2024-04-01,Ice Cream,75,Boston,1,04,Rainy
2024-04-01,Breadsticks,66,Boston,1,04,Rainy
2024-04-01,Potatoes,53,Philadelphia,1,04,Rainy
2024-04-01,Beef,43,Philadelphia,1,04,Rainy
2024-04-01,Cheese,33,New York,1,04,Rainy
2024-04-01,Yogurt,49,Philadelphia,1,04,Rainy
2024-04-01,Butter,23,Boston,1,04,Rainy
2024-04-01,Cereal,44,New York,1,04,Rainy
2024-04-01,Pasta,21,Philadelphia,1,04,Rainy
2024-04-01,Tomatoes,43,New York,1,04,Rainy
2024-04-01,Onions,48,Boston,1,04,Rainy
2024-04-01,Flour,24,Philadelphia,1,04,Rainy
2024-04-01,Sugar,19,New York,1,04,Rainy
2024-04-01,Salt,29,Boston,1,04,Rainy
2024-04-01,Pepper,25,Philadelphia,1,04,Rainy
2024-04-01,Olive Oil,22,New York,1,04,Rainy
2024-04-01,Vinegar,22,Boston,1,04,Rainy
2024-04-01,Honey,14,Philadelphia,1,04,Rainy
2024-04-01,Jam,17,New York,1,04,Rainy
2024-04-01,Peanut Butter,44,Boston,1,04,Rainy
2024-04-01,Almonds,29,Philadelphia,1,04,Rainy
2024-04-01,Bell Peppers,25,Boston,1,04,Rainy
2024-04-01,Cake Mixes,15,Philadelphia,1,04,Rainy
2024-04-01,Carrots,14,New York,1,04,Rainy
2024-04-01,Cooking Oil,38,Boston,1,04,Rainy
2024-04-01,Spinach,30,Boston,1,04,Rainy
2024-04-01,Lettuce,57,Philadelphia,1,04,Rainy
2024-04-02,Bananas,56,New York,2,04,Rainy
2024-04-02,Apples,43,New York,2,04,Rainy
2024-04-02,Milk,46,New York,2,04,Rainy
2024-04-02,Bread,44,Boston,2,04,Rainy
2024-04-02,Eggs,15,Boston,2,04,Rainy
2024-04-02,Orange Juice,31,Boston,2,04,Rainy
2024-04-02,Rice,16,Philadelphia,2,04,Rainy
2024-04-02,Chicken,33,Philadelphia,2,04,Rainy
2024-04-02,Hot Chocolate,17,New York,2,04,Rainy
2024-04-02,Soup,20,New York,2,04,Rainy
2024-04-02,Soft Drinks,57,New York,2,04,Rainy
2024-04-02,Ice Cream,31,Boston,2,04,Rainy
2024-04-02,Breadsticks,33,Boston,2,04,Rainy
2024-04-02,Potatoes,8,Philadelphia,2,04,Rainy
2024-04-02,Beef,5,Philadelphia,2,04,Rainy
2024-04-02,Cheese,20,New York,2,04,Rainy
2024-04-02,Yogurt,72,Philadelphia,2,04,Rainy
2024-04-02,Butter,25,Boston,2,04,Rainy
2024-04-02,Cereal,37,New York,2,04,Rainy
2024-04-02,Pasta,30,Philadelphia,2,04,Rainy
2024-04-02,Tomatoes,34,New York,2,04,Rainy
2024-04-02,Onions,35,Boston,2,04,Rainy
2024-04-02,Flour,31,Philadelphia,2,04,Rainy
2024-04-02,Sugar,45,New York,2,04,Rainy
2024-04-02,Salt,13,Boston,2,04,Rainy
2024-04-02,Pepper,9,Philadelphia,2,04,Rainy
2024-04-02,Olive Oil,22,New York,2,04,Rainy
2024-04-02,Vinegar,3,Boston,2,04,Rainy
2024-04-02,Honey,24,Philadelphia,2,04,Rainy
2024-04-02,Jam,30,New York,2,04,Rainy
2024-04-02,Peanut Butter,2,Boston,2,04,Rainy
2024-04-02,Almonds,27,Philadelphia,2,04,Rainy
2024-04-02,Bell Peppers,64,Boston,2,04,Rainy
2024-04-02,Cake Mixes,30,Philadelphia,2,04,Rainy
2024-04-02,Carrots,19,New York,2,04,Rainy
2024-04-02,Cooking Oil,27,Boston,2,04,Rainy
2024-04-02,Spinach,33,Boston,2,04,Rainy
2024-04-02,Lettuce,35,Philadelphia,2,04,Rainy
2024-04-03,Bananas,31,New York,3,04,Cloudy
2024-04-03,Apples,50,New York,3,04,Cloudy
2024-04-03,Milk,11,New York,3,04,Cloudy
2024-04-03,Bread,16,Boston,3,04,Cloudy
2024-04-03,Eggs,40,Boston,3,04,Cloudy
2024-04-03,Orange Juice,18,Boston,3,04,Cloudy
2024-04-03,Rice,25,Philadelphia,3,04,Cloudy
2024-04-03,Chicken,41,Philadelphia,3,04,Cloudy
2024-04-03,Hot Chocolate,16,New York,3,04,Cloudy
2024-04-03,Soup,10,New York,3,04,Cloudy
2024-04-03,Soft Drinks,104,New York,3,04,Cloudy
2024-04-03,Ice Cream,99,Boston,3,04,Cloudy
2024-04-03,Breadsticks,21,Boston,3,04,Cloudy
2024-04-03,Potatoes,70,Philadelphia,3,04,Cloudy
2024-04-03,Beef,44,Philadelphia,3,04,Cloudy
2024-04-03,Cheese,32,New York,3,04,Cloudy
2024-04-03,Yogurt,61,Philadelphia,3,04,Cloudy
2024-04-03,Butter,17,Boston,3,04,Cloudy
2024-04-03,Cereal,14,New York,3,04,Cloudy
2024-04-03,Pasta,23,Philadelphia,3,04,Cloudy
2024-04-03,Tomatoes,30,New York,3,04,Cloudy
2024-04-03,Onions,18,Boston,3,04,Cloudy
2024-04-03,Flour,12,Philadelphia,3,04,Cloudy
2024-04-03,Sugar,15,New York,3,04,Cloudy
2024-04-03,Salt,25,Boston,3,04,Cloudy
2024-04-03,Pepper,15,Philadelphia,3,04,Cloudy
2024-04-03,Olive Oil,19,New York,3,04,Cloudy
2024-04-03,Vinegar,26,Boston,3,04,Cloudy
2024-04-03,Honey,44,Philadelphia,3,04,Cloudy
2024-04-03,Jam,18,New York,3,04,Cloudy
2024-04-03,Peanut Butter,52,Boston,3,04,Cloudy
2024-04-03,Almonds,24,Philadelphia,3,04,Cloudy
2024-04-03,Bell Peppers,47,Boston,3,04,Cloudy
2024-04-03,Cake Mixes,17,Philadelphia,3,04,Cloudy
2024-04-03,Carrots,36,New York,3,04,Cloudy
2024-04-03,Cooking Oil,18,Boston,3,04,Cloudy
2024-04-03,Spinach,32,Boston,3,04,Cloudy
2024-04-03,Lettuce,12,Philadelphia,3,04,Cloudy
2024-04-04,Bananas,19,New York,4,04,Sunny
2024-04-04,Apples,46,New York,4,04,Sunny
2024-04-04,Milk,41,New York,4,04,Sunny
2024-04-04,Bread,43,Boston,4,04,Sunny
2024-04-04,Eggs,15,Boston,4,04,Sunny
2024-04-04,Orange Juice,21,Boston,4,04,Sunny
2024-04-04,Rice,19,Philadelphia,4,04,Sunny
2024-04-04,Chicken,18,Philadelphia,4,04,Sunny
2024-04-04,Hot Chocolate,21,New York,4,04,Sunny
2024-04-04,Soup,19,New York,4,04,Sunny
2024-04-04,Soft Drinks,86,New York,4,04,Sunny
2024-04-04,Ice Cream,42,Boston,4,04,Sunny
2024-04-04,Breadsticks,49,Boston,4,04,Sunny
2024-04-04,Potatoes,39,Philadelphia,4,04,Sunny
2024-04-04,Beef,16,Philadelphia,4,04,Sunny
2024-04-04,Cheese,39,New York,4,04,Sunny
2024-04-04,Yogurt,32,Philadelphia,4,04,Sunny
2024-04-04,Butter,26,Boston,4,04,Sunny
2024-04-04,Cereal,35,New York,4,04,Sunny
2024-04-04,Pasta,28,Philadelphia,4,04,Sunny
2024-04-04,Tomatoes,72,New York,4,04,Sunny
2024-04-04,Onions,66,Boston,4,04,Sunny
2024-04-04,Flour,39,Philadelphia,4,04,Sunny
2024-04-04,Sugar,43,New York,4,04,Sunny
2024-04-04,Salt,8,Boston,4,04,Sunny
2024-04-04,Pepper,29,Philadelphia,4,04,Sunny
2024-04-04,Olive Oil,32,New York,4,04,Sunny
2024-04-04,Vinegar,18,Boston,4,04,Sunny
2024-04-04,Honey,14,Philadelphia,4,04,Sunny
2024-04-04,Jam,10,New York,4,04,Sunny
2024-04-04,Peanut Butter,24,Boston,4,04,Sunny
2024-04-04,Almonds,12,Philadelphia,4,04,Sunny
2024-04-04,Bell Peppers,9,Boston,4,04,Sunny
2024-04-04,Cake Mixes,27,Philadelphia,4,04,Sunny
2024-04-04,Carrots,6,New York,4,04,Sunny
2024-04-04,Cooking Oil,27,Boston,4,04,Sunny
2024-04-04,Spinach,23,Boston,4,04,Sunny
2024-04-04,Lettuce,44,Philadelphia,4,04,Sunny
2024-04-05,Bananas,52,New York,5,04,Rainy
2024-04-05,Apples,52,New York,5,04,Rainy
2024-04-05,Milk,14,New York,5,04,Rainy
2024-04-05,Bread,17,Boston,5,04,Rainy
2024-04-05,Eggs,39,Boston,5,04,Rainy
2024-04-05,Orange Juice,35,Boston,5,04,Rainy
2024-04-05,Rice,17,Philadelphia,5,04,Rainy
2024-04-05,Chicken,47,Philadelphia,5,04,Rainy
2024-04-05,Hot Chocolate,25,New York,5,04,Rainy
2024-04-05,Soup,26,New York,5,04,Rainy
2024-04-05,Soft Drinks,33,New York,5,04,Rainy
2024-04-05,Ice Cream,63,Boston,5,04,Rainy
2024-04-05,Breadsticks,61,Boston,5,04,Rainy
2024-04-05,Potatoes,20,Philadelphia,5,04,Rainy
2024-04-05,Beef,42,Philadelphia,5,04,Rainy
2024-04-05,Cheese,36,New York,5,04,Rainy
2024-04-05,Yogurt,86,Philadelphia,5,04,Rainy
2024-04-05,Butter,19,Boston,5,04,Rainy
2024-04-05,Cereal,50,New York,5,04,Rainy
2024-04-05,Pasta,38,Philadelphia,5,04,Rainy
2024-04-05,Tomatoes,21,New York,5,04,Rainy
2024-04-05,Onions,23,Boston,5,04,Rainy
2024-04-05,Flour,24,Philadelphia,5,04,Rainy
2024-04-05,Sugar,18,New York,5,04,Rainy
2024-04-05,Salt,25,Boston,5,04,Rainy
2024-04-05,Pepper,12,Philadelphia,5,04,Rainy
2024-04-05,Olive Oil,15,New York,5,04,Rainy
2024-04-05,Vinegar,11,Boston,5,04,Rainy
2024-04-05,Honey,24,Philadelphia,5,04,Rainy
2024-04-05,Jam,25,New York,5,04,Rainy
2024-04-05,Peanut Butter,28,Boston,5,04,Rainy
2024-04-05,Almonds,38,Philadelphia,5,04,Rainy
2024-04-05,Bell Peppers,55,Boston,5,04,Rainy
2024-04-05,Cake Mixes,21,Philadelphia,5,04,Rainy
2024-04-05,Carrots,25,New York,5,04,Rainy
2024-04-05,Cooking Oil,30,Boston,5,04,Rainy
2024-04-05,Spinach,22,Boston,5,04,Rainy
2024-04-05,Lettuce,52,Philadelphia,5,04,Rainy
2024-05-01,Bananas,50,New York,1,05,Cloudy
2024-05-01,Apples,36,New York,1,05,Cloudy
2024-05-01,Milk,23,New York,1,05,Cloudy
2024-05-01,Bread,17,Boston,1,05,Cloudy
2024-05-01,Eggs,22,Boston,1,05,Cloudy
2024-05-01,Orange Juice,32,Boston,1,05,Cloudy
2024-05-01,Rice,18,Philadelphia,1,05,Cloudy
2024-05-01,Chicken,34,Philadelphia,1,05,Cloudy
2024-05-01,Hot Chocolate,27,New York,1,05,Cloudy
2024-05-01,Soup,32,New York,1,05,Cloudy
2024-05-01,Soft Drinks,79,New York,1,05,Cloudy
2024-05-01,Ice Cream,76,Boston,1,05,Cloudy
2024-05-01,Breadsticks,52,Boston,1,05,Cloudy
2024-05-01,Potatoes,33,Philadelphia,1,05,Cloudy
2024-05-01,Beef,29,Philadelphia,1,05,Cloudy
2024-05-01,Cheese,43,New York,1,05,Cloudy
2024-05-01,Yogurt,35,Philadelphia,1,05,Cloudy
2024-05-01,Butter,25,Boston,1,05,Cloudy
2024-05-01,Cereal,50,New York,1,05,Cloudy
2024-05-01,Pasta,18,Philadelphia,1,05,Cloudy
2024-05-01,Tomatoes,47,New York,1,05,Cloudy
2024-05-01,Onions,31,Boston,1,05,Cloudy
2024-05-01,Flour,20,Philadelphia,1,05,Cloudy
2024-05-01,Sugar,24,New York,1,05,Cloudy
2024-05-01,Salt,29,Boston,1,05,Cloudy
2024-05-01,Pepper,26,Philadelphia,1,05,Cloudy
2024-05-01,Olive Oil,28,New York,1,05,Cloudy
2024-05-01,Vinegar,25,Boston,1,05,Cloudy
2024-05-01,Honey,30,Philadelphia,1,05,Cloudy
2024-05-01,Jam,27,New York,1,05,Cloudy
2024-05-01,Peanut Butter,38,Boston,1,05,Cloudy
2024-05-01,Almonds,19,Philadelphia,1,05,Cloudy
2024-05-01,Bell Peppers,35,Boston,1,05,Cloudy
2024-05-01,Cake Mixes,11,Philadelphia,1,05,Cloudy
2024-05-01,Carrots,24,New York,1,05,Cloudy
2024-05-01,Cooking Oil,15,Boston,1,05,Cloudy
2024-05-01,Spinach,35,Boston,1,05,Cloudy
2024-05-01,Lettuce,38,Philadelphia,1,05,Cloudy
2024-05-02,Bananas,31,New York,2,05,Rainy
2024-05-02,Apples,44,New York,2,05,Rainy
2024-05-02,Milk,32,New York,2,05,Rainy
2024-05-02,Bread,40,Boston,2,05,Rainy
2024-05-02,Eggs,42,Boston,2,05,Rainy
2024-05-02,Orange Juice,26,Boston,2,05,Rainy
2024-05-02,Rice,22,Philadelphia,2,05,Rainy
2024-05-02,Chicken,21,Philadelphia,2,05,Rainy
2024-05-02,Hot Chocolate,18,New York,2,05,Rainy
2024-05-02,Soup,21,New York,2,05,Rainy
2024-05-02,Soft Drinks,59,New York,2,05,Rainy
2024-05-02,Ice Cream,29,Boston,2,05,Rainy
2024-05-02,Breadsticks,60,Boston,2,05,Rainy
2024-05-02,Potatoes,51,Philadelphia,2,05,Rainy
2024-05-02,Beef,26,Philadelphia,2,05,Rainy
2024-05-02,Cheese,39,New York,2,05,Rainy
2024-05-02,Yogurt,111,Philadelphia,2,05,Rainy
2024-05-02,Butter,23,Boston,2,05,Rainy
2024-05-02,Cereal,9,New York,2,05,Rainy
2024-05-02,Pasta,56,Philadelphia,2,05,Rainy
2024-05-02,Tomatoes,37,New York,2,05,Rainy
2024-05-02,Onions,54,Boston,2,05,Rainy
2024-05-02,Flour,44,Philadelphia,2,05,Rainy
2024-05-02,Sugar,45,New York,2,05,Rainy
2024-05-02,Salt,25,Boston,2,05,Rainy
2024-05-02,Pepper,20,Philadelphia,2,05,Rainy
2024-05-02,Olive Oil,23,New York,2,05,Rainy
2024-05-02,Vinegar,16,Boston,2,05,Rainy
2024-05-02,Honey,22,Philadelphia,2,05,Rainy
2024-05-02,Jam,18,New York,2,05,Rainy
2024-05-02,Peanut Butter,31,Boston,2,05,Rainy
2024-05-02,Almonds,33,Philadelphia,2,05,Rainy
2024-05-02,Bell Peppers,47,Boston,2,05,Rainy
2024-05-02,Cake Mixes,29,Philadelphia,2,05,Rainy
2024-05-02,Carrots,11,New York,2,05,Rainy
2024-05-02,Cooking Oil,38,Boston,2,05,Rainy
2024-05-02,Spinach,17,Boston,2,05,Rainy
2024-05-02,Lettuce,66,Philadelphia,2,05,Rainy
2024-05-03,Bananas,31,New York,3,05,Sunny
2024-05-03,Apples,59,New York,3,05,Sunny
2024-05-03,Milk,33,New York,3,05,Sunny
2024-05-03,Bread,32,Boston,3,05,Sunny
2024-05-03,Eggs,29,Boston,3,05,Sunny
2024-05-03,Orange Juice,13,Boston,3,05,Sunny
2024-05-03,Rice,16,Philadelphia,3,05,Sunny
2024-05-03,Chicken,50,Philadelphia,3,05,Sunny
2024-05-03,Hot Chocolate,35,New York,3,05,Sunny
2024-05-03,Soup,17,New York,3,05,Sunny
2024-05-03,Soft Drinks,66,New York,3,05,Sunny
2024-05-03,Ice Cream,94,Boston,3,05,Sunny
2024-05-03,Breadsticks,32,Boston,3,05,Sunny
2024-05-03,Potatoes,12,Philadelphia,3,05,Sunny
2024-05-03,Beef,31,Philadelphia,3,05,Sunny
2024-05-03,Cheese,5,New York,3,05,Sunny
2024-05-03,Yogurt,10,Philadelphia,3,05,Sunny
2024-05-03,Butter,35,Boston,3,05,Sunny
2024-05-03,Cereal,56,New York,3,05,Sunny
2024-05-03,Pasta,14,Philadelphia,3,05,Sunny
2024-05-03,Tomatoes,36,New York,3,05,Sunny
2024-05-03,Onions,35,Boston,3,05,Sunny
2024-05-03,Flour,33,Philadelphia,3,05,Sunny
2024-05-03,Sugar,7,New York,3,05,Sunny
2024-05-03,Salt,8,Boston,3,05,Sunny
2024-05-03,Pepper,19,Philadelphia,3,05,Sunny
2024-05-03,Olive Oil,13,New York,3,05,Sunny
2024-05-03,Vinegar,12,Boston,3,05,Sunny
2024-05-03,Honey,20,Philadelphia,3,05,Sunny
2024-05-03,Jam,18,New York,3,05,Sunny
2024-05-03,Peanut Butter,18,Boston,3,05,Sunny
2024-05-03,Almonds,27,Philadelphia,3,05,Sunny
2024-05-03,Bell Peppers,25,Boston,3,05,Sunny
2024-05-03,Cake Mixes,15,Philadelphia,3,05,Sunny
2024-05-03,Carrots,18,New York,3,05,Sunny
2024-05-03,Cooking Oil,17,Boston,3,05,Sunny
2024-05-03,Spinach,28,Boston,3,05,Sunny
2024-05-03,Lettuce,16,Philadelphia,3,05,Sunny
2024-05-04,Bananas,58,New York,4,05,Rainy
2024-05-04,Apples,54,New York,4,05,Rainy
2024-05-04,Milk,11,New York,4,05,Rainy
2024-05-04,Bread,44,Boston,4,05,Rainy
2024-05-04,Eggs,24,Boston,4,05,Rainy
2024-05-04,Orange Juice,24,Boston,4,05,Rainy
2024-05-04,Rice,20,Philadelphia,4,05,Rainy
2024-05-04,Chicken,27,Philadelphia,4,05,Rainy
2024-05-04,Hot Chocolate,25,New York,4,05,Rainy
2024-05-04,Soup,20,New York,4,05,Rainy
2024-05-04,Soft Drinks,70,New York,4,05,Rainy
2024-05-04,Ice Cream,72,Boston,4,05,Rainy
2024-05-04,Breadsticks,64,Boston,4,05,Rainy
2024-05-04,Potatoes,31,Philadelphia,4,05,Rainy
2024-05-04,Beef,34,Philadelphia,4,05,Rainy
2024-05-04,Cheese,51,New York,4,05,Rainy
2024-05-04,Yogurt,103,Philadelphia,4,05,Rainy
2024-05-04,Butter,13,Boston,4,05,Rainy
2024-05-04,Cereal,36,New York,4,05,Rainy
2024-05-04,Pasta,27,Philadelphia,4,05,Rainy
2024-05-04,Tomatoes,60,New York,4,05,Rainy
2024-05-04,Onions,23,Boston,4,05,Rainy
2024-05-04,Flour,27,Philadelphia,4,05,Rainy
2024-05-04,Sugar,55,New York,4,05,Rainy
2024-05-04,Salt,16,Boston,4,05,Rainy
2024-05-04,Pepper,17,Philadelphia,4,05,Rainy
2024-05-04,Olive Oil,27,New York,4,05,Rainy
2024-05-04,Vinegar,11,Boston,4,05,Rainy
2024-05-04,Honey,20,Philadelphia,4,05,Rainy
2024-05-04,Jam,23,New York,4,05,Rainy
2024-05-04,Peanut Butter,28,Boston,4,05,Rainy
2024-05-04,Almonds,41,Philadelphia,4,05,Rainy
2024-05-04,Bell Peppers,76,Boston,4,05,Rainy
2024-05-04,Cake Mixes,31,Philadelphia,4,05,Rainy
2024-05-04,Carrots,12,New York,4,05,Rainy
2024-05-04,Cooking Oil,34,Boston,4,05,Rainy
2024-05-04,Spinach,17,Boston,4,05,Rainy
2024-05-04,Lettuce,35,Philadelphia,4,05,Rainy
